tweet_id,timestamp,dog_name,dog_breed,confidence,dog_stage,rating,hashtag,retweets,likes,image,tweet_url,text
880221127280381952,2017-06-29 00:27:25+00:00,Jesse,Chihuahua,0.239,None,12.0,None,3472,23686,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,https://t.co/fUod0tVmvK,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well 
880095782870896641,2017-06-28 16:09:20+00:00,None,Miniature Pinscher,0.12,None,11.0,None,3656,24361,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,https://t.co/HauE8M3Bu4,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 
879862464715927552,2017-06-28 00:42:13+00:00,Romeo,Basset,0.814,None,13.0,None,2933,19728,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,https://t.co/Qh5aEkRQm9,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 
879492040517615616,2017-06-27 00:10:17+00:00,Bailey,German Short-Haired Pointer,0.48,None,12.0,None,2630,20724,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,https://t.co/IxM9IMKQq8,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 
879415818425184262,2017-06-26 19:07:24+00:00,Duddles,English Springer,0.383,None,13.0,None,37482,92952,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,https://t.co/UDT7ZkcTgY,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) 
879376492567855104,2017-06-26 16:31:08+00:00,Jack,Labrador Retriever,0.033,None,12.0,None,2652,14873,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,https://t.co/0gOi601EAa,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by 
879050749262655488,2017-06-25 18:56:45+00:00,Steven,Unknown,0.0,None,11.0,None,3958,19826,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,https://t.co/2mJCDEJWdD,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet 
879008229531029506,2017-06-25 16:07:47+00:00,Beau,Vizsla,0.961,None,13.0,None,2245,16800,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,https://t.co/YDtpCjIPKN,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs 
878776093423087618,2017-06-25 00:45:22+00:00,Snoopy,Italian Greyhound,0.735,Puppo,13.0,#PrideMonthPuppo,3438,17148,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,https://t.co/lNZwgNO4gS,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth 
878776093423087618,2017-06-25 00:45:22+00:00,Snoopy,Italian Greyhound,0.735,Puppo,13.0,#PrideMonth,3438,17148,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,https://t.co/lNZwgNO4gS,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth 
878281511006478336,2017-06-23 16:00:04+00:00,Shadow,Basset,0.32,None,13.0,None,1078,6785,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,https://t.co/245xJJElsY https://t.co/lUiQH219v6,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

"
878057613040115712,2017-06-23 01:10:23+00:00,Emmy,French Bulldog,0.839,None,14.0,None,5748,37174,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,https://t.co/cwtWnHMVpe,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved 
877736472329191424,2017-06-22 03:54:17+00:00,Aja,Chesapeake Bay Retriever,0.838,None,13.0,None,15835,69382,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,https://t.co/lsPyyAiF1r,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again 
877556246731214848,2017-06-21 15:58:08+00:00,Penny,Basset,0.995,None,12.0,None,3173,19919,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,https://t.co/OYdDlfOGXP,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options 
877316821321428993,2017-06-21 00:06:44+00:00,Dante,Saluki,0.51,None,13.0,None,4351,24172,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,https://t.co/SHRTIo5pxc,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy "
877201837425926144,2017-06-20 16:29:50+00:00,Nelly,Pembroke,0.931,None,12.0,None,4636,23889,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,https://t.co/4g4cfj3P4Y,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop 
876838120628539392,2017-06-19 16:24:33+00:00,Ginger,Bloodhound,0.576,Pupper,12.0,None,2807,18236,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,https://t.co/j211oCDRs6,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately 
876484053909872640,2017-06-18 16:57:37+00:00,Benedict,Golden Retriever,0.875,None,13.0,None,2005,16580,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,https://t.co/26BXueUgbs,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy 
876120275196170240,2017-06-17 16:52:05+00:00,Venti,Bernese Mountain Dog,0.534,None,13.0,None,3909,24709,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,https://t.co/ejExJFq3ek,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite "
875747767867523072,2017-06-16 16:11:53+00:00,Goose,Labrador Retriever,0.8,None,13.0,None,3585,22130,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,https://t.co/V2WlACRJCN,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl "
875144289856114688,2017-06-15 00:13:52+00:00,Nugget,Siberian Husky,0.245,None,13.0,None,4160,19429,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,https://t.co/ogith9ejNj,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene 
875021211251597312,2017-06-14 16:04:48+00:00,None,West Highland White Terrier,0.714,None,12.0,None,3977,22570,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,https://t.co/brCQoqc8AW,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck 
874680097055178752,2017-06-13 17:29:20+00:00,Cash,Labrador Retriever,0.836,None,12.0,None,3924,24629,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,https://t.co/lZhtizkURD,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly 
874296783580663808,2017-06-12 16:06:11+00:00,Jed,Cocker Spaniel,0.437,Pupper,13.0,None,3486,22987,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,https://t.co/0YplNnSMEm,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract 
874057562936811520,2017-06-12 00:15:36+00:00,None,Flat-Coated Retriever,0.832,None,12.0,None,3382,20137,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,https://t.co/pwY9PQhtP2,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 "
874012996292530176,2017-06-11 21:18:31+00:00,Sebastian,Cardigan,0.807,Puppo,13.0,#PrideMonth,8603,30154,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,https://t.co/XBE0evJZ6V,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo "
873580283840344065,2017-06-10 16:39:04+00:00,None,Newfoundland,0.679,None,13.0,None,3345,21400,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,https://t.co/mNuMH9400n,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly "
873213775632977920,2017-06-09 16:22:42+00:00,Sierra,Vizsla,0.62,Pupper,12.0,None,1332,6327,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

"
872967104147763200,2017-06-09 00:02:31+00:00,None,Labrador Retriever,0.477,Doggo,12.0,None,4567,24102,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,https://t.co/EMYIdoblMR,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo 
872820683541237760,2017-06-08 14:20:41+00:00,None,Pug,0.999,None,13.0,#dogsatpollingstations,3169,13081,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,https://t.co/17FVMl4VZ5,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 "
872620804844003328,2017-06-08 01:06:27+00:00,Monkey,Cocker Spaniel,0.513,None,13.0,#PrideMonth,3070,18340,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,https://t.co/lUcpnZDPz9,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... 
872486979161796608,2017-06-07 16:14:40+00:00,None,Pembroke,0.932,None,12.0,None,7725,36128,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,https://t.co/BZHiKx3FpQ,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 
872122724285648897,2017-06-06 16:07:15+00:00,Kody,Pug,0.067,None,12.0,None,6836,30260,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,https://t.co/PKSpmiefwN,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on 
871879754684805121,2017-06-06 00:01:46+00:00,Lassie,Shetland Sheepdog,0.969,None,13.0,#PrideMonth,9259,33139,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,https://t.co/uK6PNyeh9w,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 
871762521631449091,2017-06-05 16:15:56+00:00,Rover,Labrador Retriever,0.921,Pupper,12.0,None,2973,17903,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,https://t.co/AiVljI6QCg,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 
